Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0941484C;Ecole maternelle Ecole Médicis;Ecole;Public;3 rue de l'Hôtel Dieu;;94150 RUNGIS;94150;94065;Rungis;094;24;11;1;0;;;;0179616100;;;ce.0941484C@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940065200034;;48.747787955535784, 2.3483826765727547;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652089.1;6849939.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.747787955535784;2.3483826765727547;Numéro de rue;1976-04-27;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940101Z;;;0940927X;;;;
0941490J;Ecole maternelle Etienne de Silhouette;Ecole;Public;37 rue Aristide Briand;;94360 BRY SUR MARNE;94360;94015;Bry-sur-Marne;094;24;11;1;0;;;;0148810407;;;ce.0941490J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940015700026;;48.844083077297405, 2.517417088629667;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664582.8;6860556.7;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.844083077297405;2.517417088629667;Numéro de rue;1976-04-27;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941014S;;;0942138N;;;;
0941538L;Ecole primaire Victor Hugo;Ecole;Public;6 avenue Madeleine Smith Champion;;94130 NOGENT SUR MARNE;94130;94052;Nogent-sur-Marne;094;24;11;1;1;;;;0188296585;;;ce.0941538L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940052000074;;48.83303663722373, 2.484927770652184;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662190.4;6859343.5;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.83303663722373;2.484927770652184;Numéro de rue;1976-12-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941599C;;;0942241A;;;;
0941541P;Ecole élémentaire Léo Lagrange;Ecole;Public;Avenue du Maréchal Lyautey;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0156721470;;;ce.0941541P@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940028000257;;48.79052628444811, 2.447769073777142;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659429.7;6854635.3;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.79052628444811;2.447769073777142;Rue;1977-02-08;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941102M;;;0940926W;;;;
0941665Z;Ecole maternelle Jules Ferry;Ecole;Public;12 avenue des Acqueducs;;94110 ARCUEIL;94110;94003;Arcueil;094;24;11;1;0;;;;0141242545;;;ce.0941665Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940003300045;;48.800371630328215, 2.3301847084871556;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650800.7;6855796.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.800371630328215;2.3301847084871556;Numéro de rue;1979-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941971G;;;0940928Y;;;;
0941730V;Ecole maternelle Jean Rostand 2;Ecole;Public;Allée Jean Rostand;;94470 BOISSY ST LEGER;94470;94004;Boissy-Saint-Léger;094;24;11;1;0;;;;0145992797;;;ce.0941730V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940004100071;;48.758082737889076, 2.4968057660144223;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663009.2;6851004.0;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.758082737889076;2.4968057660144223;Rue;1981-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941478W;;;0941397H;;;;
0941731W;Ecole maternelle Félix Eboué;Ecole;Public;4 rue Thomas Edison;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;0;;;;0156729352;;;ce.0941731W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000141;;48.7982336035949, 2.4466936648224484;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659356.7;6855492.8;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.7982336035949;2.4466936648224484;Numéro de rue;1981-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941102M;;;0940926W;;;;
0941757Z;Ecole maternelle Pierre Mendès France;Ecole;Public;2 place Mendès France;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;0;;;;0158431072;;;ce.0941757Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000315;;48.775876124389214, 2.4544668707958386;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659910.5;6853003.0;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.775876124389214;2.4544668707958386;Numéro de rue;1983-01-04;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940521F;;;0941330K;;;;
0941841R;Ecole maternelle d'application Denis Forestier;Ecole;Public;22 rue Micolon;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;1;0;;;;0143962641;;;ce.0941841R@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940002500215;;48.80498407781153, 2.413975640183578;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656959.0;6856260.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.80498407781153;2.413975640183578;Numéro de rue;1985-01-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;103;ECOLE MATERNELLE D APPLICATION;99;0941022A;;;0940934E;;;;
0941854E;Ecole maternelle Jean Zay;Ecole;Public;27 rue de la Convention;;94270 LE KREMLIN BICETRE;94270;94043;Le Kremlin-Bicêtre;094;24;11;1;0;;;;0146727860;;;ce.0941854E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940043900127;;48.81208398283342, 2.357468474242781;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652815.3;6857082.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.81208398283342;2.357468474242781;Numéro de rue;1984-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940022N;;;0940928Y;;;;
0941873A;Ecole primaire Gaston Defferre;Ecole;Public;7 rue Benjamin Moloise;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;1;;;;0156712838;;;ce.0941873A@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940028000463;;48.774148596465714, 2.4584719681261262;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660203.5;6852808.9;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.774148596465714;2.4584719681261262;Numéro de rue;1986-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0942127B;;;0941330K;;;;
0941944C;Ecole élémentaire la Source;Ecole;Public;Square des Griffons;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0149560105;;;ce.0941944C@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940028000539;;48.77206363253372, 2.4604298909181157;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660345.8;6852576.1;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.77206363253372;2.4604298909181157;Rue;1992-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0942127B;;;0941330K;;;;
0942044L;Ecole élémentaire Blaise Pascal;Ecole;Public;50 rue Victor Ruiz;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0146816321;;;ce.0942044L@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940081900633;;48.78277676708981, 2.4021094635702545;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656068.8;6853798.1;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.78277676708981;2.4021094635702545;Numéro de rue;1996-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941224V;;;0941461C;;;;
0942045M;Ecole élémentaire Anatole France;Ecole;Public;105 rue Balzac;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0146828034;;;ce.0942045M@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900641;;48.777578149522896, 2.4006652724070694;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655958.3;6853220.9;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.777578149522896;2.4006652724070694;Numéro de rue;1996-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941224V;;;0941461C;;;;
0942079Z;Ecole élémentaire La Pie;Ecole;Public;3 avenue d'Arromanches;;94100 ST MAUR DES FOSSES;94100;94068;Saint-Maur-des-Fossés;094;24;11;0;1;;;;0142838821;;;ce.0942079Z@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940068600321;;48.791056041119184, 2.480878849173277;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661862.5;6854677.7;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Maur-des-Fossés;48.791056041119184;2.480878849173277;Numéro de rue;1997-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940569H;;;0940932C;;;;
0942093P;Ecole maternelle les Sarrazins;Ecole;Public;63 rue des Sarrazins;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;0;;;;0156711122;;;ce.0942093P@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940028000570;;48.7697659402924, 2.468926406283312;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660968.5;6852316.4;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.7697659402924;2.468926406283312;Numéro de rue;1998-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0942127B;;;0941330K;;;;
0942110H;Ecole élémentaire Paul Bert;Ecole;Public;36 bis avenue de Choisy;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;0;1;;;;0143890532;;;ce.0942110H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940078500065;;48.75008534438633, 2.4351231300843237;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658468.5;6850145.5;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.75008534438633;2.4351231300843237;Numéro de rue;2000-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940792A;;;0940933D;;;;
0942133H;Ecole maternelle Marcel Cachin;Ecole;Public;Allée Louis Bréguet;;94310 ORLY;94310;94054;Orly;094;24;11;1;0;;;;0148902534;;;ce.0942133h@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940054600087;;48.747702644691124, 2.4141941660817423;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656927.8;6849891.8;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.747702644691124;2.4141941660817423;Rue;2002-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941044Z;;;0942396U;;;;
0942164S;Ecole primaire Miss Cavell;Ecole;Public;52 avenue Miss Cavell;;94100 ST MAUR DES FOSSES;94100;94068;Saint-Maur-des-Fossés;094;24;11;1;1;;;;0141811079;;;ce.0942164S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940068600362;;48.799931702944406, 2.492511101278889;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662723.4;6855659.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Maur-des-Fossés;48.799931702944406;2.492511101278889;Numéro de rue;2004-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941600D;;;0940932C;;;;
0942189U;Ecole maternelle Malassis-Gluck;Ecole;Public;22 voie Gluck;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0156201823;;;ce.0942189U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900286;;48.79905806552986, 2.3747611057363156;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654073.7;6855623.9;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.79905806552986;2.3747611057363156;Numéro de rue;2005-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941033M;;;0940936G;;;;
0942190V;Ecole maternelle Jacques Solomon;Ecole;Public;3 rue Jacques Solomon;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0153881071;;;ce.0942190V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940017300320;;48.80598673305199, 2.54819695805654;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666817.5;6856307.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80598673305199;2.54819695805654;Rue;2005-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
0942273K;Ecole primaire Paul Barilliet;Ecole;Public;23 rue du 2 Décembre 1870;;94360 BRY SUR MARNE;94360;94015;Bry-sur-Marne;094;24;11;1;1;;;;0148812631;;;ce.0942273K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940015700042;;48.8338304092904, 2.5291366379357108;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665436.1;6859411.5;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.8338304092904;2.5291366379357108;Numéro de rue;2011-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941014S;;;0942138N;;;;
0942345N;Ecole maternelle Charles Perrault;Ecole;Public;20 bis rue Edouard Till;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0146828461;;;ce.0942345N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940081900542;;48.79062221212955, 2.384386545186061;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654773.4;6854680.4;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.79062221212955;2.384386545186061;Numéro de rue;2013-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941033M;;;0941461C;;;;
0942373U;Ecole primaire Charles Péguy;Ecole;Public;4 boulevard Pablo Picasso;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;1;;;;0148997162;;;ce.0942373U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000356;;48.78551867933237, 2.4458784755637657;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659286.9;6854079.5;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.78551867933237;2.4458784755637657;Numéro de rue;2015-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940003T;;;0940926W;;;;
0942423Y;Ecole maternelle publique Jean Jaurès;Ecole;Public;35 rue Raspail;;94460 VALENTON;94460;94074;Valenton;094;24;11;1;0;;;;0156320536;;;ce.0942423Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940074400187;;48.765358126151675, 2.4467782025297056;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659337.3;6851837.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.765358126151675;2.4467782025297056;Numéro de rue;2018-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941052H;;;0941980S;;;;
0940166V;Ecole élémentaire Henri Bassis;Ecole;Public;67 rue du Monument;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155093101;;;ce.0940166V@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940017300221;;48.81011601899316, 2.5259655733902036;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665187.5;6856776.1;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.81011601899316;2.5259655733902036;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941015T;;;0940923T;;;;
0940188U;Ecole élémentaire Etienne de Silhouette;Ecole;Public;68 rue de la République;;94360 BRY SUR MARNE;94360;94015;Bry-sur-Marne;094;24;11;0;1;;;;0148810136;;;ce.0940188U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940015700166;;48.844939474111996, 2.516135122045487;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664489.3;6860652.5;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.844939474111996;2.516135122045487;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941014S;;;0942138N;;;;
0940199F;Ecole élémentaire Irène Joliot-Curie;Ecole;Public;6 rue Irène Joliot-Curie;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155092233;;;ce.0940199F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940017300148;;48.822571698485966, 2.5073519945666627;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663829.2;6858169.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.822571698485966;2.5073519945666627;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940786U;;;0940923T;;;;
0940200G;Ecole maternelle Centre;Ecole;Public;17 rue des Jardins;;94240 L HAY LES ROSES;94240;94038;L'Haÿ-les-Roses;094;24;11;1;0;;;;0146658959;;;ce.0940200G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940038900140;;48.779815609164494, 2.3384018272418765;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651385.1;6853506.2;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.779815609164494;2.3384018272418765;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940583Y;;;0940922S;;;;
0940217A;Ecole élémentaire Paul Langevin;Ecole;Public;218 rue Marcel Hartmann;;94200 IVRY SUR SEINE;94200;94041;Ivry-sur-Seine;094;24;11;0;1;;;;0149602618;;;ce.0940217A@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940041300114;;48.80565860472493, 2.3872467894825506;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654996.5;6856350.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Ivry-sur-Seine;48.80565860472493;2.3872467894825506;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941601E;;;0940930A;;;;
0940242C;Ecole élémentaire Olympe de Gouges;Ecole;Public;56 avenue Lénine;;94110 ARCUEIL;94110;94003;Arcueil;094;24;11;0;1;;;;0182012031;;;ce.0940242C@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940003300078;;48.811345573284065, 2.331709183831677;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650923.0;6857016.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.811345573284065;2.331709183831677;BATIMENT;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941971G;;;0940928Y;;;;
0940259W;Ecole élémentaire Frédéric Joliot-Curie;Ecole;Public;104 avenue d'Alfortville;;94600 CHOISY LE ROI;94600;94022;Choisy-le-Roi;094;24;11;0;1;;;;0148909826;;;ce.0940259W@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940022300067;;48.77382211840864, 2.4153488429877643;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657034.2;6852795.2;EPSG:2154;Circonscription d'inspection du 1er degré de Choisy-le-Roi;48.77382211840864;2.4153488429877643;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941229A;;;0940925V;;;;
0940264B;Ecole élémentaire Georges Politzer;Ecole;Public;7 rue Gaston Soufflay;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155091452;;;ce.0940264B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940017300379;;48.816288710976885, 2.510197714714052;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664033.8;6857469.5;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.816288710976885;2.510197714714052;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941015T;;;0940923T;;;;
0940285Z;Ecole élémentaire Paul Bert B;Ecole;Public;5 rue du Nivernais;;94550 CHEVILLY LARUE;94550;94021;Chevilly-Larue;094;24;11;0;1;;;;0146865385;;;ce.0940285Z@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940021500030;;48.77328118572097, 2.3578210036781835;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652806.1;6852767.9;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.77328118572097;2.3578210036781835;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940071S;;;0940936G;;;;
0940294J;Ecole élémentaire Centre;Ecole;Public;19 rue Auguste Blanqui;;94600 CHOISY LE ROI;94600;94022;Choisy-le-Roi;094;24;11;0;1;;;;0148840490;;;ce.0940294J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940022300075;;48.767999478430276, 2.404097869963163;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656202.5;6852154.0;EPSG:2154;Circonscription d'inspection du 1er degré de Choisy-le-Roi;48.767999478430276;2.404097869963163;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941040V;;;0940925V;;;;
0940334C;Ecole élémentaire Paul Eluard;Ecole;Public;Place du Général Leclerc;;94320 THIAIS;94320;94073;Thiais;094;24;11;0;1;;;;0146804460;;;ce.0940334C@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600126;;48.76522814905859, 2.393156759337892;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655396.0;6851852.0;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.76522814905859;2.393156759337892;BATIMENT;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941233E;;;0940927X;;;;
0940356B;Ecole primaire Paul Bert;Ecole;Public;46 rue Paul Bert;;94130 NOGENT SUR MARNE;94130;94052;Nogent-sur-Marne;094;24;11;1;1;;;;0188296550;;;ce.0940356B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940052000033;;48.839307942729285, 2.4820332381633787;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661982.5;6860042.2;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.839307942729285;2.4820332381633787;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940319L;;;0942241A;;;;
0940359E;Ecole élémentaire Parmentier B;Ecole;Public;6 rue Paul Vaillant-Couturier;;94700 MAISONS ALFORT;94700;94046;Maisons-Alfort;094;24;11;0;1;;;;0145184430;;;ce.0940359E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940046200061;;48.803016338072766, 2.4294305974987154;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658092.5;6856033.6;EPSG:2154;Circonscription d'inspection du 1er degré de Maisons-Alfort;48.803016338072766;2.4294305974987154;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941596Z;;;0941537K;;;;
0940395U;Ecole maternelle Michelet;Ecole;Public;1 rue Alfred de Musset;;94120 FONTENAY SOUS BOIS;94120;94033;Fontenay-sous-Bois;094;24;11;1;0;;;;0171335733;;;ce.0940395U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940033000193;;48.85327144876754, 2.4740431838500143;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661406.4;6861598.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fontenay-sous-Bois;48.85327144876754;2.4740431838500143;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941090Z;;;0940931B;;;;
